no,food_name,food_group,food_category,cuisine
933,떡갈비,구이류,육류구이,한식
934,돼지갈비구이,구이류,육류구이,한식
935,감자구이,구이류,채소류구이,한식
936,김구이,구이류,기타구이,한식
937,더덕구이,구이류,채소류구이,한식
938,도라지구이,구이류,채소류구이,한식
939,두부양념구이,구이류,두류구이,한식
940,떡고치구이,구이류,기타구이,한식
941,옥수수구이,구이류,채소류구이,한식
942,우엉구이,구이류,채소류구이,한식
943,새송이버섯구이,구이류,채소류구이,한식
944,파래김구이,구이류,기타구이,한식
945,베이컨말이떡구이,구이류,기타구이,한식
946,콘치즈구이,구이류,기타구이,한식
947,타코야끼,구이류,기타구이,일식
948,버섯구이,구이류,채소류구이,한식
949,굴전,전·부침류,어패류전,한식
950,맛살전,전·부침류,어패류전,한식
951,새우전,전·부침류,어패류전,한식
952,어묵전,전·부침류,어패류전,한식
953,오징어옥수수전,전·부침류,어패류전,한식
954,전유어(동태전),전·부침류,어패류전,한식
955,조개파전,전·부침류,어패류전,한식
956,해물채소전,전·부침류,어패류전,한식
957,해물파전,전·부침류,어패류전,한식
958,홍합쑥갓전,전·부침류,어패류전,한식
959,오코노미야끼,전·부침류,기타전,일식
960,해물완자전,전·부침류,어패류전,한식
961,주꾸미야채전,전·부침류,어패류전,한식
962,치즈야채생선전,전·부침류,어패류전,한식
963,돼지고기완자전,전·부침류,육류전,한식
964,쇠간전,전·부침류,육류전,한식
965,쇠고기완자전,전·부침류,육류전,한식
966,천엽전,전·부침류,육류전,한식
967,참치완자전,전·부침류,어패류전,한식
968,소고기육전,전·부침류,육류전,한식
969,닭가슴살연근전,전·부침류,육류전,한식
970,가지전,전·부침류,채소류전,한식
971,감자채전,전·부침류,채소류전,한식
972,김치빈대떡,전·부침류,채소류전,한식
973,김치전,전·부침류,채소류전,한식
974,깻잎전,전·부침류,채소류전,한식
975,녹두전,전·부침류,채소류전,한식
976,더덕산적,전·부침류,기타전,한식
977,두릅적,전·부침류,채소류전,한식
978,두부빈대떡,전·부침류,두류전,한식
979,버섯전,전·부침류,채소류전,한식
980,부추전,전·부침류,채소류전,한식
981,부추파전,전·부침류,채소류전,한식
982,야채전,전·부침류,채소류전,한식
983,양파전,전·부침류,채소류전,한식
984,연근전,전·부침류,채소류전,한식
985,파전,전·부침류,채소류전,한식
986,풋고추표고전,전·부침류,채소류전,한식
987,호박전,전·부침류,채소류전,한식
988,화양적,전·부침류,기타전,한식
989,느타리산적,전·부침류,기타전,한식
990,쑥전,전·부침류,채소류전,한식
991,옥수수전,전·부침류,채소류전,한식
992,취나물전,전·부침류,채소류전,한식
993,풋고추전,전·부침류,채소류전,한식
994,배추전,전·부침류,채소류전,한식
995,김치메밀전병,전·부침류,기타전,한식
996,갈은감자전,전·부침류,채소류전,한식
997,메밀전,전·부침류,곡류전,한식
998,감자치즈전,전·부침류,채소류전,한식
999,계란스크램블,전·부침류,난류,양식
1000,계란오믈렛,전·부침류,난류,양식
1001,계란햄오믈렛,전·부침류,난류,양식
1002,계란말이,전·부침류,난류,한식
1003,계란채소말이,전·부침류,난류,한식
1004,계란햄말이,전·부침류,난류,한식
1005,계란후라이,전·부침류,난류,양식
1006,햄부침,전·부침류,육류전,한식
1007,고구마전,전·부침류,채소류전,한식
1008,홍어부침개,전·부침류,어패류전,한식
1009,달걀김말이,전·부침류,난류,한식
1010,토마토스크램블,전·부침류,난류,양식
1011,햄채소전,전·부침류,육류전,한식
1012,두부부침,전·부침류,두류전,한식
1013,두부전,전·부침류,두류전,한식
1014,떡산적,전·부침류,기타전,한식
1015,건꼴뚜기볶음,볶음류,어패류볶음,한식
1016,건새우볶음,볶음류,어패류볶음,한식
1017,건새우케찹볶음,볶음류,어패류볶음,한식
1018,고추멸치볶음,볶음류,어패류볶음,한식
1019,낙지볶음,볶음류,어패류볶음,한식
1020,마늘쫑어묵볶음,볶음류,어패류볶음,한식
1021,멸치야채볶음,볶음류,어패류볶음,한식
1022,문어볶음,볶음류,어패류볶음,한식
1023,잔멸치간장볶음,볶음류,어패류볶음,한식
1024,쥐포볶음,볶음류,어패류볶음,한식
1025,참치김치볶음,볶음류,어패류볶음,한식
1026,참치야채볶음,볶음류,어패류볶음,한식
1027,호박홍합볶음,볶음류,어패류볶음,한식
1028,감자멸치볶음,볶음류,어패류볶음,한식
1029,껍질콩맛살볶음,볶음류,어패류볶음,한식
1030,멸치풋고추볶음,볶음류,어패류볶음,한식
1031,멸치마늘쫑볶음,볶음류,어패류볶음,한식
1032,주꾸미볶음,볶음류,어패류볶음,한식
1033,새우감바스,볶음류,어패류볶음,양식
1034,꽈리고추멸치볶음,볶음류,어패류볶음,한식
1035,주꾸미양배추볶음,볶음류,어패류볶음,한식
1036,멸치견과류간장볶음,볶음류,어패류볶음,한식
1037,멸치견과류고추장볶음,볶음류,어패류볶음,한식
1038,곱창볶음,볶음류,육류볶음,한식
1039,김치소세지볶음,볶음류,육류볶음,한식
1040,닭고추장볶음,볶음류,육류볶음,한식
1041,닭떡볶음,볶음류,육류볶음,한식
1042,닭볶음,볶음류,육류볶음,한식
1043,닭살야채볶음,볶음류,육류볶음,한식
1044,돈육두루치기,볶음류,육류볶음,한식
1045,돼지고기고추장볶음,볶음류,육류볶음,한식
1046,돼지고기김치볶음,볶음류,육류볶음,한식
1047,돼지고기볶음,볶음류,육류볶음,한식
1048,돼지고기야채볶음,볶음류,육류볶음,한식
1049,돼지곱창볶음,볶음류,육류볶음,한식
1050,베이컨볶음,볶음류,육류볶음,양식
1051,소간야채볶음,볶음류,육류볶음,한식
1052,소세지야채볶음,볶음류,육류볶음,한식
1053,쇠고기고추장볶음,볶음류,육류볶음,한식
1054,쇠고기마늘볶음,볶음류,육류볶음,한식
1055,쇠고기버섯볶음,볶음류,육류볶음,한식
1056,쇠고기볶음,볶음류,육류볶음,한식
1057,쇠고기야채볶음,볶음류,육류볶음,한식
1058,쇠고기오이볶음,볶음류,육류볶음,한식
1059,쇠고기표고볶음,볶음류,육류볶음,한식
1060,철판구이볶음,볶음류,기타볶음,한식
1061,칠면조볶음,볶음류,육류볶음,양식
1062,햄김치볶음,볶음류,육류볶음,한식
1063,햄야채볶음,볶음류,육류볶음,한식
1064,돼지고기오징어볶음,볶음류,육류볶음,한식
1065,순대볶음,볶음류,기타볶음,한식
1066,삼겹살낙지볶음,볶음류,육류볶음,한식
1067,오리불고기,볶음류,육류볶음,한식
1068,부추달걀볶음,볶음류,난류볶음,한식
1069,콩나물불고기,볶음류,육류볶음,한식
1070,불족발,볶음류,육류볶음,한식
1071,닭발볶음,볶음류,육류볶음,한식
1072,묵은지삼겹살볶음,볶음류,육류볶음,한식
1073,곱창청양고추볶음,볶음류,육류볶음,한식
1074,곱창순대볶음,볶음류,육류볶음,한식
1075,곱창순대양념볶음,볶음류,육류볶음,한식
1076,죽순쇠고기볶음,볶음류,육류볶음,한식
1077,가지볶음,볶음류,채소류볶음,한식
1078,감자야채볶음,볶음류,채소류볶음,한식
1079,감자어묵볶음,볶음류,채소류볶음,한식
1080,감자채볶음,볶음류,채소류볶음,한식
1081,감자풋고추볶음,볶음류,채소류볶음,한식
1082,감자햄볶음,볶음류,채소류볶음,한식
1083,고구마줄기볶음,볶음류,채소류볶음,한식
1084,고비볶음,볶음류,채소류볶음,한식
1085,고사리볶음,볶음류,채소류볶음,한식
1086,고춧잎볶음,볶음류,채소류볶음,한식
1087,근대볶음,볶음류,채소류볶음,한식
1088,김치볶음,볶음류,채소류볶음,한식
1089,깻잎나물볶음,볶음류,채소류볶음,한식
1090,느타리버섯볶음,볶음류,채소류볶음,한식
1091,도라지볶음,볶음류,채소류볶음,한식
1092,마늘쫑볶음,볶음류,채소류볶음,한식
1093,무청볶음,볶음류,채소류볶음,한식
1094,미역줄기볶음,볶음류,채소류볶음,한식
1095,미역줄기잡채,볶음류,채소류볶음,한식
1096,버섯볶음,볶음류,채소류볶음,한식
1097,버섯채소볶음,볶음류,채소류볶음,한식
1098,부추볶음,볶음류,채소류볶음,한식
1099,야채볶음,볶음류,채소류볶음,한식
1100,양파볶음,볶음류,채소류볶음,한식
